,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
160,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
161,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
162,A Christmas Prince: The Royal Baby,2019,TV-PG,05 Dec 2019,84 min,"Family, Romance",John Schultz,"Karen Schaler (based on characters created by), Nate Atkins","Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey","It's Christmastime in Aldovia, and a royal baby is on the way. Amber and Richard host royals from a distant kingdom to renew a sacred truce, but when the treaty vanishes, peace is jeopardized and an ancient curse threatens their family.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2I2YTZiZWQtNDNmMS00MDY1LTlkNzUtZmI3MDAyMjcwYjZmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"3,485",tt10006006,movie,N/A,N/A,N/A,N/A,True,,
163,V-Wars,2019–,TV-MA,05 Dec 2019,60 min,"Drama, Horror, Sci-Fi",N/A,N/A,"Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf",Dr. Luther Swann enters a world of horror when a virus is released from ice melting due to climate change.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2JiYzNhZWMtZmE4My00NzhmLWEzZjAtMDIwODkzOWY3NWQ5XkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"9,820",tt7403736,series,,,,,True,,1
164,The Best of Enemies,2019,PG-13,05 Apr 2019,133 min,"Biography, Drama, History",Robin Bissell,"Robin Bissell, Osha Gray Davidson (inspired by true events chronicled in 'The Best of Enemies: Race and Redemption in the New South' by)","Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche","Civil rights activist Ann Atwater faces off against C.P. Ellis, Exalted Cyclops of the Ku Klux Klan, in 1971 Durham, North Carolina over the issue of school integration.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjQ5MjA2NDkyM15BMl5BanBnXkFtZTgwNTIwNjUzNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.1,"6,538",tt4807408,movie,02 Jul 2019,N/A,STXfilms,N/A,True,,
165,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
166,Home for Christmas,2019–,TV-MA,05 Dec 2019,29 min,"Comedy, Drama",N/A,N/A,"Ida Elise Broch, Eric Curtis Johnson, Gabrielle Leithaug, Mads Sjøgård Pettersen",The constant comments on single life of 30 year old Johanne and society's expectations of the perfect family Christmas finally gets to her. Johanne starts a 24 day hunt for a partner to bring home for Christmas.,Norwegian,Norway,N/A,https://m.media-amazon.com/images/M/MV5BZDViY2UzMzktMTViMS00NjY3LWJkYzItYjYxMGMwNzBiNzExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"4,279",tt10069398,series,,,,,True,,1
167,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
168,The Prince of Tennis Best Games!! VOL.2,2019,N/A,05 Apr 2019,45 min,Sport,Keiichirô Kawaguchi,Mitsutaka Hirota,"Takayuki Kondô, Yuuki Masuda, Daisuke Namikawa, Hiroki Takahashi",N/A,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZjcxMThlYTYtYWI1ZC00YjUwLWI3NGEtMWVhMmE3Y2IwZTU2XkEyXkFqcGdeQXVyODQyOTM1MDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,7,tt10276074,movie,N/A,N/A,N/A,N/A,True,,
169,The Post,2017,PG-13,12 Jan 2018,116 min,"Biography, Drama, History, Thriller",Steven Spielberg,"Liz Hannah, Josh Singer","Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk",A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government.,English,"USA, UK",Nominated for 2 Oscars. Another 19 wins & 111 nominations.,https://m.media-amazon.com/images/M/MV5BMjQyMjEwOTIwNV5BMl5BanBnXkFtZTgwOTkzNTMxNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.2,"122,168",tt6294822,movie,17 Apr 2018,"$80,369,969",20th Century Fox,N/A,True,,
170,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
171,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
172,Tiffany Haddish: Black Mitzvah,2019,TV-MA,03 Dec 2019,55 min,Comedy,Linda Mendoza,Tiffany Haddish,Tiffany Haddish,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTU5ODY2MDEtMzAyNC00MmJkLThiZjgtMDVjZDEwY2YyNGRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,577,tt8882390,movie,N/A,N/A,N/A,N/A,True,,
173,Shelby American,2019,N/A,22 Nov 2019,119 min,"Documentary, Biography, Family, History, Sport","Nate Adams, Adam Carolla",N/A,"Charlie Agapiou, Chris Amon, Mario Andretti, Zora Arkus-Duntov","Documentary of Carroll Shelby's life and career, which varied from racer to chicken farmer to entrepreneur.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2RjMDhkMWYtOGMxMy00Y2FjLTg1OTUtNmQxODFjZmNlMWI5XkEyXkFqcGdeQXVyMjg1NjIxODQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,200,tt10922508,movie,N/A,N/A,N/A,N/A,True,,
174,My Country: The New Age,2019–,N/A,04 Oct 2019,80 min,"Action, Drama, History, Romance",N/A,N/A,"Se-Jong Yang, Do-Hwan Woo, Hyuk Jang, Seol-Hyun Kim","Set during the end of the Goryeo period to the early Joseon period. Two friends aim their swords against one another due to differences in opinion about ""my country.""",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMGEzZjUwNDItNTYwNS00YWU3LTlhZmUtNDEwNzk5ZTk0YzBkXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,428,tt10850888,series,,,,,True,,N/A
175,Against All Odds,1984,R,02 Mar 1984,128 min,"Action, Adventure, Crime, Drama, Romance, Thriller",Taylor Hackford,"Eric Hughes (screenplay by), Daniel Mainwaring","Rachel Ward, Jeff Bridges, James Woods, Alex Karras","A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.",English,USA,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYThmYzNiMTYtYzNhNy00ZmI2LWI0MmYtYWY0NDA5Y2EyZGNjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.9,"10,111",tt0086859,movie,14 Dec 1999,N/A,Columbia Pictures,N/A,True,,
176,Jack Reacher,2012,PG-13,21 Dec 2012,130 min,"Action, Adventure, Mystery, Thriller",Christopher McQuarrie,"Lee Child (based on the book ""One Shot"" by), Christopher McQuarrie (written for the screen by)","Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,English,USA,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,7.0,"295,556",tt0790724,movie,07 May 2013,"$80,033,643",Paramount Pictures,N/A,True,,
177,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
178,Iron Fists and Kung Fu Kicks,2019,N/A,01 Dec 2019,107 min,"Documentary, History",Serge Ou,Grady Hendrix,"Jessica Henwick, Scott Adkins, Amy Johnston, JuJu Chan",The history of Hong Kong martial arts cinema and its influence.,N/A,Australia,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGI2NjliNGYtNWI2MS00N2UwLTk3YWYtOTRlMWI5NzY2YjEyXkEyXkFqcGdeQXVyNTg4MzY2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.7,604,tt9169764,movie,08 Oct 2019,N/A,N/A,N/A,True,,
179,Moonlight,2016,R,18 Nov 2016,111 min,Drama,Barry Jenkins,"Barry Jenkins (screenplay by), Tarell Alvin McCraney (story by)","Mahershala Ali, Shariff Earp, Duan Sanderson, Alex R. Hibbert","A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",English,USA,Won 3 Oscars. Another 226 wins & 288 nominations.,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '99/100'}]",99,7.4,"249,606",tt4975722,movie,28 Feb 2017,"$27,850,910",A24 Films,N/A,True,,
180,Blue Streak,1999,PG-13,17 Sep 1999,93 min,"Action, Comedy, Crime, Thriller",Les Mayfield,"Michael Berry, John Blumenthal, Stephen Carpenter","Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle",A former convict poses as a cop to retrieve a diamond he stole years ago.,"English, Spanish","Germany, USA",N/A,https://m.media-amazon.com/images/M/MV5BYTJkYTBlZjktYmYyYi00ZWQ0LTgyMWYtMjQ5Yzg1Y2M3YzE5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.3,"71,700",tt0181316,movie,26 Dec 2000,N/A,Sony Pictures Home Entertainment,N/A,True,,
181,Maximum Risk,1996,R,13 Sep 1996,101 min,"Action, Romance, Thriller",Ringo Lam,Larry Ferguson,"Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade, Zach Grenier","A cop/flic discovers that he had a twin who just got murdered in Nice, France. In order to find out who did it, he takes his place including the cute girlfriend in Little Odessa, NYC.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzY5ZWQ0OTMtZjdiYy00YzhmLTg5MDAtMzRlMTllMDliMDJkXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,5.5,"19,352",tt0117011,movie,30 Oct 2001,N/A,Sony Pictures Home Entertainment,N/A,True,,
182,Imperium,2016,R,19 Aug 2016,109 min,"Biography, Crime, Drama, Thriller, War",Daniel Ragussis,"Michael German (story), Joe Turner Lin (Story Consultant), Daniel Ragussis (screenplay)","Daniel Radcliffe, Toni Collette, Tracy Letts, Sam Trammell","A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk5MzY4MDkwOV5BMl5BanBnXkFtZTgwMzY4MzczOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.5,"39,312",tt4781612,movie,01 Nov 2016,N/A,Tycor International Film Company,N/A,True,,
183,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
184,We Die Young,2019,R,01 Mar 2019,92 min,"Action, Crime, Drama, Thriller",Lior Geller,"Lior Geller (screenplay), Lior Geller (story), Andrew Friedman (story), Lior Geller","Jean-Claude Van Damme, David Castañeda, Elijah Rodriguez, Nicholas Sean Johnny","Lucas, a 14-year-old boy inducted into the gang life in Washington, D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",English,"Bulgaria, USA",7 nominations.,https://m.media-amazon.com/images/M/MV5BZWRjYzFhMWUtOGExZC00NDIzLTk4OTItNWZjZDRjMmQyOTE1XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"2,462",tt7903530,movie,01 Mar 2019,N/A,Lionsgate,N/A,True,,
185,World War Z,2013,PG-13,21 Jun 2013,116 min,"Action, Adventure, Horror, Sci-Fi",Marc Forster,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)","Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,"English, Spanish, Hebrew, Arabic","USA, UK, Malta",3 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.0,"573,838",tt0816711,movie,17 Sep 2013,"$202,351,611",Paramount Pictures,N/A,True,,
186,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
187,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
188,Tenkai Knights,2013–,N/A,24 Aug 2013,30 min,"Animation, Action",N/A,N/A,"Johnny Yong Bosch, Colleen O'Shaughnessey, Todd Haberkorn, Brian Beacock","Four teenagers use a machine to teleport to another universe named Korton where they become legendary Tenkai Knights. They battle villains, dragons, and monsters with weapons like swords, bows and arrows, and numchucks.","English, Japanese","Canada, Japan",N/A,https://m.media-amazon.com/images/M/MV5BZTdkNWM0MTctZWNlMS00YjQzLTg4ZjYtYTQ3MWVhYzZiNTIzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,46,tt3401416,series,,,,,True,,1
189,Knights of Sidonia,2014–2015,TV-MA,10 Apr 2014,N/A,"Animation, Action, Adventure, Sci-Fi, Thriller",N/A,"Yuichi Matsushita, Tatsuya Shishikura","Pete Sepenuk, Ryôta Ôsaka, Takahiro Sakurai, Aya Suzaki","A thousand years after the destruction of Earth by gigantic aliens called Gauna, mankind is living on massive spaceships. One of these space ships is Sidonia, which is protected by large pilot controlled exosuits called Gardes.",Japanese,Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BYWUzNTM5Y2YtZTVjNy00Y2JlLWE2YjItOTUxMzNkZDYwNGZiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"3,879",tt3398976,series,,,,,True,,2
190,Death Note,2006–2007,TV-14,21 Oct 2007,24 min,"Animation, Crime, Drama, Fantasy, Mystery, Thriller",N/A,N/A,"Mamoru Miyano, Brad Swaile, Vincent Tong, Ryô Naitô",An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,Japanese,Japan,2 wins.,https://m.media-amazon.com/images/M/MV5BODkzMjhjYTQtYmQyOS00NmZlLTg3Y2UtYjkzN2JkNmRjY2FhXkEyXkFqcGdeQXVyNTM4MDQ5MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,"203,634",tt0877057,series,,,,,True,,1
191,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
192,Code Geass: Lelouch of the Rebellion,2006–2012,TV-14,N/A,24 min,"Animation, Action, Adventure, Drama, Mystery, Sci-Fi, Thriller, War",N/A,N/A,"Johnny Yong Bosch, Yuri Lowenthal, Jun Fukuyama, Takahiro Sakurai","After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all powerful empire",Japanese,Japan,4 wins.,https://m.media-amazon.com/images/M/MV5BYmEyM2VlZWItNWY4Ni00YmY2LWE3YTAtYjljMmU1MWEyYmZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"44,128",tt0994314,series,,,,,True,,2
193,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
194,Family Guy: On the Road to Springfield - The Making of 'The Simpsons Guy',2015,N/A,08 Dec 2015,N/A,N/A,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt6411064,movie,N/A,N/A,N/A,N/A,True,,
195,A Cinderella Story: Christmas Wish,2019,PG,07 Nov 2019,85 min,"Comedy, Family, Fantasy, Music, Romance",Michelle Johnston,"Leigh Dunlap (characters), Michelle Johnston","Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTE0OTY2NWQtOWU2MC00ODUwLWE5YmYtZDVjNTdjOWY2ODViXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"3,187",tt10326928,movie,N/A,N/A,N/A,N/A,True,,
196,Dead Kids,2019,TV-MA,01 Dec 2019,98 min,Thriller,Mikhail Red,"Mikhail Red (story), Nikolas Red (story), Nikolas Red","Kelvin Miranda, Vance Larena, Khalil Ramos, Jan Silverio",A socially awkward teen bonds with a group of misfits who plot to abduct the schools arrogant rich kid until their kidnapping scheme turns deadly.,"Filipino, Tagalog","Philippines, USA",N/A,https://m.media-amazon.com/images/M/MV5BMDIzNGNhMzItYWFiNS00Y2VlLWI2ZDMtYzRiYzFhZDYxMzBiXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,299,tt11156614,movie,N/A,N/A,N/A,N/A,True,,
197,Guatemala: Corazón del Mundo Maya,2019,N/A,26 Nov 2019,67 min,Documentary,"Luis Ara, Ignacio Jaunsolo",N/A,N/A,N/A,Spanish,"Uruguay, Guatemala",N/A,https://m.media-amazon.com/images/M/MV5BYTQ0NTEwZDAtZDA2ZC00MmU4LTk0ZjMtZTcyODIyZDVmMDczXkEyXkFqcGdeQXVyNzI3ODEyNjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,20,tt11505398,movie,N/A,N/A,N/A,N/A,True,,
198,A Bad Moms Christmas,2017,R,01 Nov 2017,104 min,Comedy,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski","As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","English, Japanese","USA, China",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.6,"38,501",tt6359956,movie,06 Feb 2018,"$72,080,547",STXfilms,N/A,True,,
199,Loro,2018,N/A,20 Sep 2019,151 min,"Biography, Drama",Paolo Sorrentino,"Paolo Sorrentino (story), Paolo Sorrentino (screenplay), Umberto Contarello (screenplay)","Toni Servillo, Elena Sofia Ricci, Riccardo Scamarcio, Kasia Smutniak","During a tumultuous period in the career of Silvio Berlusconi, as his marriage to second wife Veronica Lario fractures, LORO speculates on what may or may not have taken place behind closed...",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BNDJhZGZhN2QtNWE3My00NTE2LWE4ZmItODU1YmU5OWRhOTEwXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.7,"2,324",tt10182822,movie,N/A,N/A,N/A,N/A,True,,
200,Taxi 5,2018,N/A,11 Apr 2018,102 min,"Action, Adventure, Comedy, Crime, Family",Franck Gastambide,"Franck Gastambide (scenario), Stéphane Kazandjian (scenario), Luc Besson (scenario), Malik Bentalha (collaboration)","Franck Gastambide, Malik Bentalha, Bernard Farcy, Salvatore Esposito","A police officer who's transfered in the police of Marseille gets assigned to take down a group of Italian robbers who drive the powerfull Ferrari's with the older niece of Daniel, a terrible driver who gets the legendary white taxi.","French, Italian",France,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODMxNDA4MTYtMWMzMi00MTllLWIyMGQtNTY1OGY3M2M4NThmXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,4.7,"7,277",tt7238392,movie,N/A,N/A,EuropaCorp (France),N/A,True,,
201,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
202,Sugar Rush Christmas,2019–,N/A,29 Nov 2019,N/A,Reality-TV,N/A,N/A,"Hunter March, Candace Nelson, Adriano Zumbo","Four sets of bakers compete in Christmas themed baking challenges. First round is cupcakes, second round confections, and final round cakes. After each challenge one group is eliminated and the winner of the final challenge gets $10,000.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDU5NmUxN2MtNDQ0Yi00YzlmLTg5ZjQtNWY2YTg2ZjYwNDQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,176,tt11168116,series,,,,,True,,N/A
203,The Movies That Made Us,2019–,TV-MA,N/A,60 min,Documentary,N/A,Brian Volk-Weiss,"Donald Ian Black, Jennifer Julian, William Atherton, Richard Edlund",The histories of classic popular movies are examined.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGNmNTA3ZTMtMTJiYy00YjQ0LThiMGQtZGU3NjAyYWNhYWQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"1,946",tt10681222,series,,,,,True,,1
204,"Sonora, the Devil's Highway",2018,N/A,06 Sep 2019,94 min,"Drama, Thriller, Western",Alejandro Springall,"Guillermo Munro Palacio (original writer), John Sayles, Alejandro Springall","Fernando Becerril, Juan Manuel Bernal, Rafael Cebrián, Joaquín Cosio","1931 in Mexico, under pressure from Sonora government, a group of people are forced to take a trip to Mexicali, where they will have to face the racism and other kind of dangers through the dangerous dessert.","Spanish, English, Cantonese, Mandarin",Mexico,N/A,https://m.media-amazon.com/images/M/MV5BODdmZWY4NTMtNGRmOC00Nzk0LWI4NTktOTcxZTAwNDEzYmMwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,222,tt6833964,movie,N/A,N/A,N/A,N/A,True,,
205,Dragged Across Concrete,2018,R,22 Mar 2019,159 min,"Action, Crime, Drama, Thriller",S. Craig Zahler,S. Craig Zahler,"Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White","Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation.","English, Spanish","Canada, USA",5 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1MTk5NDQ5Ml5BMl5BanBnXkFtZTgwODUxNzg0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.0,"30,340",tt6491178,movie,30 Apr 2019,N/A,Summit Entertainment,N/A,True,,
206,"The Mind, Explained",2019–,N/A,12 Sep 2019,20 min,Documentary,N/A,N/A,Emma Stone,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGE4YWIxNzEtNjI2NS00MmIxLWJmMDMtMDdjODM1YWRjYzcwXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"2,461",tt10810430,series,,,,,True,,1
207,Calimero,2014–,N/A,09 Feb 2014,11 min,Animation,N/A,N/A,"Fanny Bloc, George de Vitis, Naike Fauveau, Pascal Sellem",N/A,French,"Italy, France, Japan",N/A,https://m.media-amazon.com/images/M/MV5BM2FmNThhZmItMGQ1My00MDhmLTg4MjYtYjliNGMwODhjZGEwXkEyXkFqcGdeQXVyMTE4ODk5NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,18,tt3655258,series,,,,,True,,1
208,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
209,Holiday Rush,2019,TV-PG,28 Nov 2019,92 min,"Comedy, Romance",Leslie Small,"Sean Dwyer, Greg Cope White","Romany Malco, Sonequa Martin-Green, Darlene Love, Amarr M. Wooten","After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWEzZTA5ODAtY2I1OC00YzBmLTllMGUtOWM5M2ExZmI5YzM2XkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,"1,515",tt10091530,movie,N/A,N/A,N/A,N/A,True,,
