,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
223,Paradox,2018,N/A,23 May 2018,73 min,"Fantasy, Music",Daryl Hannah,Daryl Hannah,"Neil Young, Lukas Nelson, Micah Nelson, Corey McCormick",A group of outlaws search for a mountain treasure and experience the supernatural powers of a full moon.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk5NzkwODIyMF5BMl5BanBnXkFtZTgwMTk2NzAyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,3.7,538,tt7949046,movie,23 Mar 2018,N/A,Netflix,N/A,True,,
224,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
225,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
226,Requiem,2018,TV-MA,02 Feb 2018,60 min,"Drama, Fantasy, Mystery, Thriller",N/A,Kris Mrksa,"Lydia Wilson, James Frecheville, Sian Reese-Williams, Brendan Coyle","When her mother commits suicide, a cellist's life is turned upside down by mysterious questions raised about her past.","English, British Sign Language, Welsh",UK,2 wins.,https://m.media-amazon.com/images/M/MV5BMzQyOTA0NWEtZmNiNC00YjdkLThlZmQtMmJlY2E3NjYyZjc0XkEyXkFqcGdeQXVyNzQ2NTg4NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"4,801",tt6712390,series,,,,,True,,1
227,The Standups,2017–,N/A,04 Jul 2017,30 min,Comedy,N/A,N/A,Dan Soder,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmI5ODM0ZDYtYTA1Ni00MGE5LTkzZjctZDQwM2U2OWE1MGY0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,883,tt7107518,series,,,,,True,,2
228,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
229,Killer Elite,2011,R,23 Sep 2011,116 min,"Action, Thriller",Gary McKendry,"Matt Sherring (screenplay), Ranulph Fiennes (book)","Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell","When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons.","English, Arabic, French, Spanish","UK, Australia",2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.4,"120,461",tt1448755,movie,10 Jan 2012,"$25,093,607",Open Road Films,N/A,True,,
230,The Giant,2017,TV-MA,20 Oct 2017,114 min,"Drama, History","Aitor Arregi, Jon Garaño","Aitor Arregi, Jon Garaño, Jose Mari Goenaga, Andoni de Carlos","Joseba Usabiaga, Eneko Sagardoy, Iñigo Aranburu, Ramón Agirre","A story about the world's tallest man, this is an unsettling Basque-language period drama focused on sibling rivalry.","Basque, English, Spanish, French",Spain,19 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BZmFkNzc1ZTMtYjgzNy00YjRhLWFmZGQtZjI2NzhlYjliNjI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"3,059",tt5693136,movie,N/A,N/A,N/A,N/A,True,,
231,Take Your Pills,2018,TV-14,16 Mar 2018,87 min,Documentary,Alison Klayman,N/A,"Brit Britton, Eben Britton, Wendy Brown, Anjan Chatterjee","Every era gets the drug it deserves. In America today, where competition is ceaseless from school to the workforce and everyone wants a performance edge, Adderall and other prescription stimulants are the defining drugs of this generation.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BNWQ5NDYxNjYtODc4Ni00NmIyLWEyMGYtNGM0N2ZmYjgzYTliXkEyXkFqcGdeQXVyNTg0MzU3NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.4,"3,873",tt7983844,movie,16 Mar 2018,N/A,Netflix,N/A,True,,
232,Edha,2018–,N/A,16 Mar 2018,40 min,Drama,N/A,N/A,"Brian Beacock, Heinz K. Krattiger","The life of a successful designer and single mother turns upside down when she meets a mysterious man. A mixture of vengeance, passion and dark secrets looms.",Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BMGZhZTMwYzktN2IxMi00ZWM4LTk1MDgtODFiYmNlMzY3MDQ0XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,533,tt7956274,series,,,,,True,,N/A
233,Benji,2018,TV-PG,16 Mar 2018,87 min,"Crime, Drama, Family",Brandon Camp,"Brandon Camp (written for screen by), Joe Camp (based on the 1974 motion picture written by)","Gabriel Bateman, Darby Camp, Kiele Sanchez, Gralen Bryant Banks","Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",English,"United Arab Emirates, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTc5MzIyMDk5Ml5BMl5BanBnXkFtZTgwMzA5MTA4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.3,"3,136",tt1799516,movie,N/A,N/A,N/A,N/A,True,,
234,Wild Wild Country,2018,TV-MA,16 Mar 2018,403 min,"Documentary, Crime","Chapman Way, Maclain Way",N/A,"Osho, Ma Anand Sheela, George Meredith, Jon Bowerman","When the world's most controversial guru builds an utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal. A true story.",English,USA,Won 1 Primetime Emmy. Another 1 win & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMzczOTU4NzkxMl5BMl5BanBnXkFtZTgwNTAxNTI5NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"20,069",tt7768848,series,,,,,True,,1
235,3 Türken & ein Baby,2015,N/A,22 Jan 2015,95 min,Comedy,Sinan Akkus,"Sinan Akkus, Daniel Ehrenberg (contributor), Thorsten Wettcke (contributor)","Kida Khodr Ramadan, Eko Fresh, Kostja Ullmann, Sabrina Klüber","The Yildiz brothers - Celal, Sami and Mesut - still live under one roof - despite their differences. The family bridal shop is doing really badly and they each yearn for a different life: ...",German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BOWZiMWYyN2YtMjUxNC00NTBiLWJlM2MtYzQ2YWU5YTc3ZGY1XkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"1,182",tt3598648,movie,N/A,N/A,N/A,N/A,True,,
236,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
237,Tabula Rasa,2017–,TV-MA,29 Oct 2017,60 min,Thriller,N/A,"Veerle Baetens, Malin-Sarah Gozin","Veerle Baetens, Stijn Van Opstal, Jeroen Perceval, Gene Bervoets",A young woman with amnesia becomes a key figure in a disappearance case.,Dutch,Belgium,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjYwYWYwNmMtNzY1OC00NDRlLWI2YTUtNWY1Njk3OTg4NmZmXkEyXkFqcGdeQXVyMjc2MjU4NjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"6,586",tt5197860,series,,,,,True,,1
238,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
239,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
240,The Art of Loving. Story of Michalina Wislocka,2017,N/A,27 Jan 2017,121 min,"Biography, Comedy, Drama, Romance",Maria Sadowska,"Blazej Dzikowski (associate writer), Dominika Hilszczanska (associate writer), Violetta Ozminkowski (based on novel by: Michalina Wislocka. Sztuka kochania gorszycielki), Krzysztof Rak","Magdalena Boczarska, Tomasz Kot, Karolina Gruszka, Piotr Adamczyk","Michalina Wislocka, the most famous and recognized sexologist of communist Poland, fights for the right to publish her book, which will change the sex life of Polish people forever.","Polish, German",Poland,4 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BNDIyMGRiNTYtMjljZC00M2RmLTg5MmEtMjZhNzA3YjM2OGExXkEyXkFqcGdeQXVyNjQ5Njg3Nzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"2,510",tt5370828,movie,N/A,N/A,N/A,N/A,True,,
241,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
242,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
243,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
244,Children of the Whales,2017,TV-MA,08 Oct 2017,24 min,"Animation, Drama, Fantasy, Mystery, Sci-Fi",N/A,N/A,"Tony Azzolino, Brian Beacock, Johnny Yong Bosch, Reba Buhr","As a magic weilder, young archivist Chakuro knows his life will be short, but everything changes when a mysterious girl from the outside arrives on his island.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMTBjZDE3OGQtNWNhNC00NGRiLWIwOWItZDllMTQwMjRkY2I1XkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,017",tt7484994,series,,,,,True,,N/A
245,Ricky Gervais: Humanity,2018,TV-MA,13 Mar 2018,79 min,Comedy,John L. Spencer,Ricky Gervais,Ricky Gervais,Live performance of British comedian Ricky Gervais filmed in London's Eventim Apollo.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZWEyYTc2ZGYtMTE4MS00YjJkLWFiNGMtNDg0Mjc4YjllZTFkXkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,7.9,"12,242",tt7830574,movie,13 Mar 2018,N/A,Netflix,N/A,True,,
246,Annihilation,2018,R,23 Feb 2018,115 min,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",Alex Garland,"Alex Garland (written for the screen by), Jeff VanderMeer (based on the novel by)","Natalie Portman, Benedict Wong, Sonoya Mizuno, David Gyasi","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",English,"UK, USA",16 wins & 57 nominations.,https://m.media-amazon.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.9,"255,347",tt2798920,movie,29 May 2018,"$20,636,742",Paramount Pictures,N/A,True,,
247,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
248,"Introducing H2O, Just Add Water-Nickclusive",2009,N/A,11 Feb 2009,N/A,Drama,Jonny Mazur,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt1993352,movie,N/A,N/A,N/A,N/A,True,,
249,Collateral,2018,TV-MA,09 Mar 2018,57 min,"Crime, Drama, Mystery, Thriller",N/A,N/A,"Carey Mulligan, Jeany Spark, Nicola Walker, Nathaniel Martello-White",London detectives investigating the seemingly random murder of a pizza delivery man uncover a convoluted case of interlocking circumstances amid a cross-section of British society.,English,"UK, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BNzY2MDg2Njk3MV5BMl5BanBnXkFtZTgwMTE4MTY4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"11,018",tt6729080,series,,,,,True,,1
250,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
251,The Outsider,2017,N/A,N/A,N/A,"Short, Comedy, Drama",Scott Takeda,N/A,"Kate Cook, Kristen DeVore Rakes, Scott Takeda, Mike Ostroski",N/A,English,USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjhkYTA2NzQtMGU1NS00NWM2LTgxNjctZWUyOTNkNzRlZDM4XkEyXkFqcGdeQXVyNDMyNzUxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,5,tt6538052,movie,N/A,N/A,N/A,N/A,True,,
252,A.I.C.O. Incarnation,2018–,TV-14,09 Mar 2018,25 min,"Animation, Action, Sci-Fi",N/A,N/A,"Xanthe Huynh, Billy Kametz, Erica Mendez, Allegra Clark",Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYmRjNWFkZjUtZTU1Mi00MDUyLTlhNjgtOGI1MDVlODc3YjRmXkEyXkFqcGdeQXVyMzMyNjUwMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,831,tt8116380,series,,,,,True,,1
253,Love,2016–2018,TV-MA,19 Feb 2016,50 min,"Comedy, Drama, Romance",N/A,"Judd Apatow, Lesley Arfin, Paul Rust","Gillian Jacobs, Paul Rust, Claudia O'Doherty, Mike Mitchell","A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment and other things they were hoping to avoid.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYzgwMWI4ZGMtOGYyMi00ZmYyLWE0MzUtYmU5MjE1NDQ5MDhmXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"33,380",tt4061080,series,,,,,True,,3
254,About Last Night,2014,R,14 Feb 2014,100 min,"Comedy, Romance",Steve Pink,"Leslye Headland (screenplay by), Tim Kazurinsky (based on the screenplay by), Denise DeClue (based on the screenplay by), David Mamet (based upon ""Sexual Perversity in Chicago"" by)","Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant",Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk3OTc4NDMzNF5BMl5BanBnXkFtZTgwNjQ2NzY3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.1,"21,793",tt1826590,movie,19 May 2014,"$39,477,140",Sony Pictures,N/A,True,,
255,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
256,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
257,Black Hawk Down,2001,R,18 Jan 2002,144 min,"Drama, History, War",Ridley Scott,"Mark Bowden (book), Ken Nolan (screenplay)","Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,"English, Somali, Arabic","USA, UK",Won 2 Oscars. Another 9 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.7,"351,565",tt0265086,movie,11 Jun 2002,"$108,585,355",Sony Pictures,N/A,True,,
258,Gad Elmaleh: American Dream,2018,TV-14,06 Mar 2018,57 min,Comedy,Michael Simon,Gad Elmaleh,Gad Elmaleh,Gad Elmaleh's take on the American Dream and his experience as an immigrant in the USA.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTk3ZmY5MjMtODdiNS00YTBiLThiOWQtNGM5M2UyOWE3NDAzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,702,tt8110630,movie,06 Mar 2018,N/A,Netflix,N/A,True,,
259,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
260,Safe,2012,R,27 Apr 2012,94 min,"Action, Crime, Thriller",Boaz Yakin,Boaz Yakin,"Jason Statham, Catherine Chan, Robert John Burke, James Hong","Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.","English, Mandarin, Russian",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"99,294",tt1656190,movie,04 Sep 2012,"$17,120,019",Lionsgate Films,N/A,True,,
261,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
262,Money Monster,2016,R,13 May 2016,98 min,"Crime, Drama, Thriller",Jodie Foster,"Jamie Linden (screenplay), Alan DiFiore (screenplay), Jim Kouf (screenplay), Alan DiFiore (story), Jim Kouf (story)","George Clooney, Julia Roberts, Jack O'Connell, Dominic West",Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.,"English, Korean, Icelandic, Russian",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTgzMjU1NDUwMl5BMl5BanBnXkFtZTgwODg1NjY0ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"90,260",tt2241351,movie,06 Sep 2016,N/A,Smokehouse Pictures,N/A,True,,
263,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
264,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
265,B: The Beginning,2018–,TV-MA,02 Mar 2018,25 min,"Animation, Action, Crime, Drama, Horror, Sci-Fi, Thriller",N/A,Kazuto Nakazawa,"Hiroaki Hirata, Hiroki Touchi, Asami Seto, Johnny Yong Bosch","In this anime series, scientists hope ""new humans"" will create universal peace, but they're kidnapped by an evil group with very different plans.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzY2ZTcxODctOTk1OC00YTRkLWI5NDMtZGY3NGUxMzE1YzZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"2,920",tt7944664,series,,,,,True,,2
266,Flint Town,2018,TV-MA,02 Mar 2018,45 min,"Documentary, Crime",N/A,N/A,"Tim Johnson, Bridgette Balasko, Robert Frost, Dion Reed","Documentary following the police department in Flint, Michigan as they struggle with dwindling resources and crumbling infrastructure in a community crippled by violence and a contaminated water crisis.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjQzOTUzMDY5M15BMl5BanBnXkFtZTgwNDIzMzc4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"2,881",tt8004578,series,,,,,True,,1
267,Bon Bini Holland,2015,N/A,10 Dec 2015,85 min,Comedy,Jelle de Jonge,"Jandino Asporaat, Ernst Gonlag, Reint Schölvinck","Jandino Asporaat, Sergio IJssel, Liliana de Vries, Alpha Oumar Barry",Robertico is forced to pay 200.000 gulden in damages due to a dodgy dealing. He pretends to be a business man to obtain an investment from the rich Ken Maduro. Until he falls in love with Ken's daughter.,Dutch,Netherlands,3 wins.,https://m.media-amazon.com/images/M/MV5BMTc4NDY1MTAxNF5BMl5BanBnXkFtZTgwNDA3MDYxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"1,011",tt4247144,movie,N/A,N/A,Kaap Holland Film,N/A,True,,
268,LA 92,2017,R,21 Apr 2017,114 min,"Documentary, History","Daniel Lindsay, T.J. Martin",N/A,"Henry Alfaro, Danny Bakewell, John D. Barnett, Bart Bartholomew","Twenty-five years after the verdict in the Rodney King trial sparked several days of protests, violence and looting in Los Angeles, filmmakers examine that tumultuous period through rarely seen archival footage.","English, Korean",USA,Won 1 Primetime Emmy. Another 2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMzZmNDAzMmEtNTdjMi00YTlmLTk2YmYtN2MxNmE5NDY3YzVmXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,8.2,"2,980",tt6794424,movie,N/A,N/A,Lightbox,N/A,True,,
269,Something Huge,2017,N/A,04 Nov 2017,87 min,Comedy,Carlo Padial,"Carlo Padial, Berto Romero","Berto Romero, Carolina Bang, Javier Botet, Carlos Areces","The star of SOMETHING HUGE, Berto Romero, after years of success in film & TV wants to explore 'a new shape of comedy': the comedy of the future. In parallel, Carlo Padial, director of ...",Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BMmMzOTVkYTktNGEzMi00Yzc5LWI2NDAtMTg5OTMyNmMxMzRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,4.4,380,tt5674698,movie,N/A,N/A,N/A,N/A,True,,
270,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
271,Schubert in Love: Vater werden ist (nicht) schwer,2016,N/A,08 Dec 2016,94 min,Comedy,Lars Büchel,"Olaf Schubert (screenplay), Stephan Ludwig (screenplay), Lars Büchel (screenplay editor)","Olaf Schubert, Mario Adorf, Marie Leuenberger, Jochen Barkas",N/A,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BN2U0MDExMzUtNDE1OS00YTFiLWJmMGQtYmJmMGYzYjM1ODdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,216,tt5186874,movie,N/A,N/A,N/A,N/A,True,,
272,Dil Se..,1998,Not Rated,21 Aug 1998,163 min,"Drama, Romance",Mani Ratnam,"Mani Ratnam (story and screenplay), Sujatha (dialogue), Tigmanshu Dhulia (dialogue)","Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,"Hindi, Tamil, Telugu, Assamese, Urdu",India,11 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMThjOGRjNmMtNjBmZi00MDJlLWE1YWUtZDY2YmU3YWMyYjlmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"25,325",tt0164538,movie,25 Feb 2003,N/A,Venus,N/A,True,,
273,Tuintje in mijn hart,2017,N/A,02 Mar 2017,101 min,"Comedy, Romance",Marc Waltman,Lars Boom,"Sanne Langelaar, Oscar Aerts, Beppie Melissen, Fockeline Ouwerkerk","When a mother reunites her family in Suriname for Christmas, two brothers - one living in Holland, one still in Suriname - have a hard time to get along with each other after a rumor spreads gold was found in their father's land.","Dutch, Sranan",Netherlands,1 win.,https://m.media-amazon.com/images/M/MV5BM2VhNjJlYzYtZTRhNS00YzI4LTlkOWMtN2FlNzY3MjE5ZWMyXkEyXkFqcGdeQXVyMjAxOTUyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,383,tt5490310,movie,N/A,N/A,N/A,N/A,True,,
274,The Duel,2016,R,24 Jun 2016,110 min,"Drama, Western",Kieran Darcy-Smith,Matt Cook,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen",A Texas Ranger investigates a series of unexplained deaths in a town called Helena.,"English, Spanish",USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjQwMTA2MDEyMl5BMl5BanBnXkFtZTgwNjU1MDY3ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.8,"9,153",tt2436682,movie,24 Jun 2016,N/A,Mandeville Films,N/A,True,,
275,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
276,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
277,The Terminal,2004,PG-13,18 Jun 2004,128 min,"Comedy, Drama, Romance",Steven Spielberg,"Andrew Niccol (story), Sacha Gervasi (story), Sacha Gervasi (screenplay), Jeff Nathanson (screenplay)","Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride","An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.","English, Bulgarian, Spanish, Russian, Mandarin, German, French",USA,7 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.3,"383,942",tt0362227,movie,23 Nov 2004,"$77,032,279",DreamWorks SKG,N/A,True,,
278,Marlon Wayans: Woke-ish,2018,TV-MA,27 Feb 2018,68 min,"Documentary, Comedy",Marcus Raboy,Marlon Wayans,"Marlon Wayans, Diana Hernandez","An American stand-up comedy special starring Marlon Wayans who jokes about politics, racism, hip-hop, gay rights, and raising kids.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTNmN2ZiMmEtNTZhMy00NTQ4LWE2ZDktYmZlMzFmMTk0NDIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,094",tt7655590,movie,27 Feb 2018,N/A,Netflix,N/A,True,,
279,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
