,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
193,The Boy Who Harnessed the Wind,2019,TV-PG,01 Mar 2019,113 min,Drama,Chiwetel Ejiofor,"Chiwetel Ejiofor (adaptation), William Kamkwamba (based on the book by), Bryan Mealer (based on the book by)","Chiwetel Ejiofor, Maxwell Simba, Felix Lemburo, Robert Agengo","Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine.","Arabic, Nyanja, English","UK, Malawi",2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNjM2OTg5MTA0OV5BMl5BanBnXkFtZTgwNTMyNTY0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.6,"18,021",tt7533152,movie,01 Mar 2019,N/A,Netflix,N/A,True,,
194,Northern Rescue,2019–,TV-14,01 Mar 2019,45 min,"Drama, Family",N/A,"Mark Bacci, David Cormican, Dwayne Hill","William Baldwin, Kathleen Robertson, Amalia Williamson, Spencer Macpherson","After his wife dies, search and rescue commander John West uproots his three children, moving from Boston to his rural hometown of Turtle Island Bay. The death affects each of their lives as John and his kids cope with their loss.",English,Canada,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYTliMDc1OTgtMmJmMS00NjQxLTlmOWQtODVjMzM5MWQzMDk2XkEyXkFqcGdeQXVyMjAxNDg0NzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"2,767",tt8462412,series,,,,,True,,1
195,Cricket Fever: Mumbai Indians,2019–,N/A,01 Mar 2019,40 min,Sport,N/A,N/A,"Rohit Sharma, Jasprit Bumrah","Following the 2018 season of the Mumbai Indians, one of the world's most popular Cricket clubs.",N/A,India,N/A,https://m.media-amazon.com/images/M/MV5BNDA1ODE0MmYtOTkwYy00YzQ4LWI1MmMtNmVmMmE1MTJmMGU1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,355,tt8531592,series,,,,,True,,N/A
196,Budapest,2018,TV-MA,01 Mar 2019,102 min,Comedy,Xavier Gens,"Manu Payet (scenario), Simon Moutairou (scenario), Jonathan Cohen (collaboration)","Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi",Two best friends stuck in boring jobs become bachelor party planners in Budapest.,"French, English","France, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BNjJkMzNjOTUtZjc3NC00ZjU1LWE0OTEtMGMxZTY5NzcxZjk3XkEyXkFqcGdeQXVyNTc5OTMwOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"1,917",tt7027092,movie,N/A,N/A,Labyrinthe Films,N/A,True,,
197,River's Edge,2018,N/A,16 Feb 2018,118 min,Crime,Isao Yukisada,"Kyôko Okazaki (manga), Misaki Setoyama (screenplay)","Fumi Nikaidô, Ryô Yoshizawa, Aoi Morikawa, Shûhei Uesugi",A group of high school students experience the brutal front of urban isolation after a corpse washes up from the river.,Japanese,Japan,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BN2YxOTI4YTctMTM5Zi00Y2FmLTkyMDktYzBkZjQ3YWY3ZjBjXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,536,tt7476946,movie,N/A,N/A,N/A,N/A,True,,
198,Losers,2019–,N/A,01 Mar 2019,30 min,"Documentary, Sport",N/A,N/A,"Michael Bentt, Surya Bonaly, Mauro Prosperi, Mickey Rourke","In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjI3M2NkMWEtZGViMi00ZDY4LWI3ZjItOGE0ZDFkZDA5M2NmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"1,103",tt9817218,series,,,,,True,,1
199,Tu hijo,2018,TV-MA,09 Nov 2018,103 min,Drama,Miguel Ángel Vivas,"Alberto Marini, Miguel Ángel Vivas","Jose Coronado, Ana Wagener, Asia Ortega, Pol Monen","When his son is sent to the hospital after being hit by strangers, a father tries to find them regardless of the consequences.",Spanish,"Spain, France",2 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMzlkMTEzNTMtMDg2MS00NTQ4LWEwMzAtNDI0OTlkNjc5NWYwXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.1,"3,060",tt7807026,movie,01 Mar 2019,N/A,Netflix,N/A,True,,
200,Isn't It Romantic,2019,PG-13,13 Feb 2019,89 min,"Comedy, Fantasy, Romance",Todd Strauss-Schulson,"Erin Cardillo (screenplay by), Dana Fox (screenplay by), Katie Silberman (screenplay by), Erin Cardillo (story by)","Rebel Wilson, Liam Hemsworth, Adam Devine, Priyanka Chopra",A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.,English,USA,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BZGE1NGYxOWItODdmMy00NWNhLTgxZmMtYmVjYmViMGI0NTdmXkEyXkFqcGdeQXVyNzE2MTQyMzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,5.9,"55,245",tt2452244,movie,21 May 2019,N/A,New Line Cinema,N/A,True,,
201,Blue Exorcist: Kyoto Saga,2017–,TV-14,N/A,24 min,"Animation, Action, Drama, Fantasy, Horror",N/A,N/A,"Nobuhiko Okamoto, Rina Satô, Yûki Kaji, Kazuya Nakai","In the late Edo Period, a demon known as the Impure King killed thousands of people. After defeating the demon, the Knights of the True Cross kept its left eye safely sealed away on Academy...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzM2ODE3OTEtNDYzYS00NGYwLTlhMzAtZGNhOGMyY2U1Y2NjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,957,tt5987956,series,,,,,True,,1
202,Blue Exorcist,2011–2012,TV-14,23 Feb 2014,30 min,"Animation, Action, Drama, Family, Fantasy, Horror",N/A,N/A,"Nobuhiko Okamoto, Bryce Papenbrook, Jun Fukuyama, Johnny Yong Bosch","After discovering that he's the son of Satan, a young man must join the True Cross Academy in order to master his abilities and defeat Satan himself.",Japanese,Japan,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNjYyMjhiNTYtN2M3Yy00NTlhLWJkMmEtMzVhOGEyMzNjNTNhXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"9,820",tt1799631,series,,,,,True,,1
203,Burlesque,2010,PG-13,24 Nov 2010,119 min,"Drama, Music, Musical, Romance",Steve Antin,Steve Antin,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,English,USA,Won 1 Golden Globe. Another 5 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjM1ZmI4NmUtMDJmMC00N2NkLTg1NGYtMDUyZDZlMmExNGNiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"73,911",tt1126591,movie,01 Mar 2011,"$39,440,655",Sony Pictures/Screen Gems,N/A,True,,
204,Zach Galifianakis: Live at the Purple Onion,2006,Unrated,N/A,90 min,"Documentary, Comedy",Michael Blieden,Zach Galifianakis,"Zach Galifianakis, Joe Wagner, Brian Unger","A master of the one-liner with an absurd rambling style, Zach's sharp, resonating humor makes his show at the famed Purple Onion in San Francisco one of the funniest performances in recent comedy.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTcyMDg1MTEwMl5BMl5BanBnXkFtZTcwMjExMTY0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"3,400",tt0804558,movie,16 Jan 2007,N/A,Anacol Productions Inc.,N/A,True,,
205,Quién te cantará,2018,N/A,24 Oct 2018,125 min,"Drama, Music, Mystery",Carlos Vermut,Carlos Vermut,"Najwa Nimri, Eva Llorach, Carme Elias, Natalia de Molina","When Lila, a celebrated but fame-weary and amnesiac singer forgets how to perform, super-fan Violeta steps in to teach Lila how to be Lila once again.",Spanish,"Spain, France",15 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BNTg2MTQ4MWUtMGIyOC00NTIyLWE1NjQtN2M5ZTJiNGFkMTI4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",N/A,7.0,"1,902",tt6485304,movie,N/A,N/A,Apache Films,N/A,True,,
206,Wolf,2013,Unrated,19 Sep 2013,122 min,"Crime, Drama, Thriller",Jim Taihuttu,Jim Taihuttu,"Marwan Kenzari, Chems Eddine Amar, Steef Cuijpers, Raymond Thiry",A promising kickboxer struggles to resist the temptations of a life of crime.,"Dutch, Arabic, French, Turkish, English",Netherlands,7 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4MTU1ODY1OV5BMl5BanBnXkFtZTgwNDY1NDAxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.3,"3,363",tt2504404,movie,N/A,N/A,N/A,N/A,True,,
207,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
208,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
209,The Big Family Cooking Showdown,2017–,N/A,01 Aug 2017,59 min,Reality-TV,N/A,N/A,"Angellica Bell, Tommy Banks, Zoë Ball, Nadiya Hussain","Competitive food show celebrating the families who make ordinary food extraordinary, presented by Zoe Ball and Nadiya Hussain.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMDYwYTM0MGEtOGEwNS00MjlhLTg0NmMtZjFkNTAzODc1ZjdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,415,tt7518558,series,,,,,True,,N/A
210,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
211,Rebellion,2016–2019,TV-MA,24 Apr 2016,258 min,"Drama, War",N/A,N/A,"Ruth Bradley, Paul Reid, Brian McCardie, Tom Turner",Rebellion is a five part serial drama about the birth of modern Ireland. The story is told from the perspectives of a group of fictional characters who live through the political events of the 1916 Easter Rising.,"English, Irish",Ireland,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNzlkZDA4YzgtYmRiOC00YzA3LThiYWQtNTZkMmJkOWI5ODE5XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"2,294",tt4699982,series,,,,,True,,1
212,App,2013,Not Rated,09 May 2014,75 min,"Sci-Fi, Thriller",Bobby Boermans,Robert A. Jansen (screenplay),"Hannah Hoekstra, Isis Cabolet, Robert de Hoog, Mark van Eeuwen","A young psychology student is drawn into the dark and fearful world of a diabolic and mysterious App that starts to terrorize her, distributing compromising photographs, videos and text ...",Dutch,Netherlands,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxMzc4NTEyN15BMl5BanBnXkFtZTgwNDgyMjA3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"2,362",tt2536436,movie,27 Oct 2014,N/A,RAM Releasing,N/A,True,,
213,Fashion Chicks,2015,N/A,02 Dec 2015,90 min,"Comedy, Romance",Jonathan Elbers,"Adel Adelson, Appie Boudellah, Mustapha Boudellah, Dick Bouquet (dialogue), Trui van de Brug (scenario advisor)","Myrthe Burger, Victoria Koblenko, Dorien Rose Duinker, Renée Fokker",A nerdy girl creates an alter-ego to launch a successful Fashion blog.,Dutch,Netherlands,1 nomination.,https://m.media-amazon.com/images/M/MV5BZTVlOGI3NWEtNzY1Ni00ZDYwLWJiYjEtMjgwNzA2NGQ3ZThlXkEyXkFqcGdeQXVyNjQ3MTQ2NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,256,tt4307968,movie,N/A,N/A,N/A,N/A,True,,
214,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
215,Paddleton,2019,TV-MA,22 Feb 2019,89 min,"Comedy, Drama",Alex Lehmann,"Mark Duplass, Alex Lehmann","Christine Woods, Mark Duplass, Ray Romano, Jen Sung",An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjAyZDUxODQtZjBhMy00NmQ5LTg5MmMtNGUxZjhkODk1NjdiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.2,"8,553",tt8041276,movie,22 Feb 2019,N/A,Netflix,N/A,True,,
216,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
217,Firebrand,2019,N/A,22 Feb 2019,116 min,Drama,Aruna Raje,Aruna Raje,"Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev","The ups and downs of modern-day relationship take the spotlight in this contemporary, slice-of-life story.",Marathi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjg3ZWFiZTQtMTI3NS00ODg3LTg1OTMtMTQwNzlmMWE4YmY2XkEyXkFqcGdeQXVyMjk4OTQ5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,173,tt8852536,movie,N/A,N/A,N/A,N/A,True,,
218,The Intent 2: The Come Up,2018,N/A,21 Sep 2018,103 min,Crime,"Femi Oyeniran, Nicky Slimting Walker","Femi Oyeniran, Nicky Slimting Walker","Adam Deacon, Shone Romulus, Karen Bryson, Selva Rasalingam",Prequel the the successful 2016 film 'The Intent',English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMWM1ZjJlZDUtZDhmNC00Y2RhLWFhNDgtZjEwNjhiMjFiMjY0XkEyXkFqcGdeQXVyOTE4MTM5NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",N/A,3.5,339,tt7613996,movie,N/A,N/A,N/A,N/A,True,,
219,The Drug King,2018,Not Rated,19 Dec 2018,139 min,"Action, Crime, Drama",Min-ho Woo,Min-ho Woo,"Kang-ho Song, Jung-suk Jo, Doona Bae, Ju-Seon Eo","Set in Busan, South Korea during the 1970s, Lee Doo-sam builds an empire as a drug smuggler in the Busan underworld, while public prosecutor Kim In-goo attempts to take down Lee Doo-sam.","Korean, Japanese",South Korea,3 nominations.,https://m.media-amazon.com/images/M/MV5BMDUxNzI0OGYtZjUwOC00ZWY0LWFjZTEtN2Q0ZGE3ZjgzZWJmXkEyXkFqcGdeQXVyNjM0NDA5NDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.1,"1,484",tt6914542,movie,N/A,N/A,N/A,N/A,True,,
220,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
221,Period. End of Sentence.,2018,N/A,12 Feb 2019,26 min,"Documentary, Short",Rayka Zehtabchi,N/A,"Ajeya, Anita, Gouri Choudari, Shabana Khan",Indian women fight the stigma surrounding menstruation and begin manufacturing sanitary pads.,"Hindi, English",USA,Won 1 Oscar. Another 12 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzZhNDlkYjUtNzRlMy00ZmYxLWE0ZWYtODVkYTFkZDU3NmUxXkEyXkFqcGdeQXVyNzY0MTMwMDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,7.4,"4,597",tt6939026,movie,12 Feb 2019,N/A,Netflix,N/A,True,,
222,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
223,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
224,Behind the Curve,2018,TV-14,15 Nov 2018,96 min,Documentary,Daniel J. Clark,N/A,"Mark K. Sargent, Jeran Campanella, Dave Chappelle, Robbie Davidson","Meet real Flat Earthers, a small but growing contingent of people who firmly believe in a conspiracy to suppress the truth that the Earth is flat.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjE5YzBhYTYtNzYxMy00ZGJmLWFhZmQtMDQ1YmRiNmVhYjdmXkEyXkFqcGdeQXVyOTM5Nzc0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.5,"6,675",tt8132700,movie,N/A,N/A,N/A,N/A,True,,
225,Fissa,2016,N/A,04 Feb 2016,102 min,"Comedy, Music",Bobby Boermans,"Martijn Hillenius (screenplay), Martijn Hillenius","Don Alphonso, Maru Asmelash, Valentijn Avé, Gus Blanken",A couple of friends decide to have a party in Amsterdam but things get a little bit out of hand. This is the Dutch version of Project X.,Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BMTQ4NTE3MzczOF5BMl5BanBnXkFtZTgwOTE4NDY3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,651,tt4869974,movie,N/A,N/A,N/A,N/A,True,,
226,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
227,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
228,The Umbrella Academy,2019–,TV-14,15 Feb 2019,60 min,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",N/A,"Steve Blackman, Jeremy Slater","Ellen Page, Tom Hopper, David Castañeda, Emmy Raver-Lampman","A family of former child heroes, now grown apart, must reunite to continue to protect the world.",English,USA,Nominated for 2 Primetime Emmys. Another 4 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BNTFhOTk1NTgtYWM1ZS00NWI1LTgzYzAtYmE5MjZiMDE0NzlhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"95,119",tt1312171,series,,,,,True,,1
229,The Breaker Upperers,2018,N/A,15 Feb 2019,90 min,Comedy,"Madeleine Sami, Jackie van Beek","Madeleine Sami, Jackie van Beek","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola","For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one grows a conscience, it threatens to derail their relationship.",English,New Zealand,1 nomination.,https://m.media-amazon.com/images/M/MV5BMWY1Mzg4OTItN2I0Yi00OTlhLWI4NmUtOTU3OThiNmUxNGNlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,5.9,"4,678",tt6728096,movie,15 Feb 2019,N/A,Netflix,N/A,True,,
230,Larry Charles' Dangerous World of Comedy,2019–,N/A,15 Feb 2019,60 min,"Documentary, Comedy",N/A,N/A,Larry Charles,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2JjMjU4NTgtNmU4MC00NmVkLWE1MjEtYzI1OTUxOGU2NGMyXkEyXkFqcGdeQXVyMjM2ODYyOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,366,tt9654082,series,,,,,True,,N/A
231,Yucatán,2018,TV-MA,31 Aug 2018,129 min,Comedy,Daniel Monzón,"Jorge Guerricaechevarría, Daniel Monzón","Luis Tosar, Rodrigo De la Serna, Joan Pera, Stephanie Cayo","Two white collar thieves compete fiercely against the other trying to steal millions from an old baker, that he won in the lotto.","Spanish, Polish",Spain,2 nominations.,https://m.media-amazon.com/images/M/MV5BZTYzYWI0NjctNWQ1Mi00NWFlLWI1MzItZTdiODY3NGQ5M2U3XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"1,256",tt6502956,movie,N/A,N/A,N/A,N/A,True,,
232,Los días de Ayotzinapa (The 43s),2019,N/A,24 Feb 2019,N/A,"Documentary, Crime, Drama",Matías Gueilburt,Nicolas Gueilburt,N/A,N/A,Spanish,Mexico,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,8,tt10177384,movie,N/A,N/A,N/A,N/A,True,,
233,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
234,Dirty John,2018–,TV-14,25 Nov 2018,50 min,Drama,N/A,Alexandra Cunningham,"Connie Britton, Eric Bana, Julia Garner, Cameron Crovetti",Debra's seemingly perfect life is disrupted as she falls for a handsome doctor who sweeps her into a whirlwind romance. But her handsome new beau pulls Debra into a sinister game of psychological manipulation.,English,USA,Nominated for 1 Golden Globe. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BZGJkZjliMTctYmI1NS00ODI2LTlmYzEtMDA0NzBjMTBlMjkwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"11,184",tt7945720,series,,,,,True,,1
235,Dating Around,2019–,N/A,14 Feb 2019,30 min,Reality-TV,N/A,Chris Culvenor,"Gurki Basra, Kate Burr, Graig Couton, Jonathan A. Hanna","In a series of flirtations and fails, six real-life singles navigate five blind dates. Their mission: Find one perfect match worthy of a second date.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTIzY2JiMmUtMTI1OC00NDg0LTk0YjQtNTgwZTcxNDNmNTE2XkEyXkFqcGdeQXVyMTY2NzUyMzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,683,tt9654080,series,,,,,True,,N/A
236,"Ken Jeong: You Complete Me, Ho",2019,TV-MA,14 Feb 2019,62 min,Comedy,Jon M. Chu,Ken Jeong,Ken Jeong,"Stand-up performance of comedian Ken Jeong recorded live at Pasadena, California.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTg2OGQ3ZjAtZWE3My00ZjlmLTg3NmYtMGJhYjM3MWI2MTIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,5.7,"1,752",tt8466562,movie,14 Feb 2019,N/A,Netflix,N/A,True,,
237,Homeland,2018,N/A,N/A,73 min,Drama,Anindya Chatterjee,Anindya Chatterjee,"Treava, David Gragg",A Journey from Motherland to Homeland,French,"India, France",N/A,https://m.media-amazon.com/images/M/MV5BYmU0NTdhODctZGZhOC00MDA1LWIxM2UtOGE4MDdkOWU2MTE4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8010436,movie,N/A,N/A,N/A,N/A,True,,
238,The Break,2018,N/A,30 Jun 2018,8 min,"Short, Comedy",Michael Goldburg,"Dave Chan, Michael Goldburg, Janelle Tedesco","Janelle Tedesco, Kevin Herbst, Trevor Van Uden, Pat Cotter","An unhappy accountant works out her midlife crisis to be an artist during an alcohol-infused ""break"" with coworkers at her office.",English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BNjcyZTFjN2UtY2IwYy00NzFkLTg5NzktOTY4YmY3YTM3ZDM2XkEyXkFqcGdeQXVyNjY0NjkyMTI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8739256,movie,N/A,N/A,N/A,N/A,True,,
239,Winx Club: The Mystery of the Abyss,2014,N/A,01 Oct 2014,83 min,"Animation, Action, Adventure, Family, Fantasy",Iginio Straffi,"Giovanni Masi, Iginio Straffi","Alberto Bognanni, Letizia Ciampa, Domitilla D'Amico, Federica De Bortoli","The Winx Club is struggling with a terrible mystery that will make your heart beat faster! The archenemies of the Winx Club, the Trix witches, team up with the evil nymph Politea and find ...",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BMTk0ODA4ODI5Nl5BMl5BanBnXkFtZTgwOTY3NjM5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,589,tt3885932,movie,N/A,N/A,N/A,N/A,True,,
240,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
241,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
242,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
243,Onder het Hart,2014,N/A,01 Jan 2015,99 min,"Comedy, Drama",Nicole van Kilsdonk,Peer Wittenbols,"Frank Lammers, Kay Greidanus, Kim van Kooten, Lies Visschedijk","Masha is in an overwhelming relationship with Luuk, father of two and divorced. Nothing seems to stand in their way until Luuk becomes incurably ill.",Dutch,"Netherlands, Belgium",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY0NzE2MzY4OF5BMl5BanBnXkFtZTgwMjg4MjQzNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,269,tt2610240,movie,N/A,N/A,N/A,N/A,True,,
244,Hallo Bungalow,2015,N/A,03 Dec 2015,91 min,Comedy,Anne de Clercq,"Anne de Clercq (scenario), Elle van Rijn (scenario)","Jennifer Hoffman, Huub Smit, Lies Visschedijk, Eva van der Gucht","In park ""De Lusthove"" there are three women who are leading a boring life. They decide to blackmail their boss so that they will get money to start a new life. Their boss however hires two killers. The women will have to fight to survive.",Dutch,Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BMTU1MzM3NzM1NF5BMl5BanBnXkFtZTgwODIzNjczNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,223,tt4768902,movie,N/A,N/A,N/A,N/A,True,,
245,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
